Date,Revenue,Costs,Profit,Department,Region,Product,Customer_Satisfaction
2023-02-21,46149.18,37755.76,8393.419999999998,Operations,North,Product_B,3.2
2023-02-22,43230.78,30578.37,12652.41,Marketing,North,Product_C,4.4
2023-02-23,56116.76,35896.49,20220.270000000004,Sales,South,Product_C,4.2
2023-02-24,60310.0,30337.59,29972.41,Sales,West,Product_A,3.5
2023-02-25,59312.8,40303.74,19009.060000000005,Operations,East,Product_A,3.2
2023-02-26,41607.82,38776.7,2831.1200000000026,IT,West,Product_B,3.2
2023-02-27,46907.88,28755.18,18152.699999999997,Operations,West,Product_C,4.8
2023-02-28,53312.63,34857.85,18454.78,IT,West,Product_C,3.4
2023-03-01,59755.45,33226.88,26528.57,IT,North,Product_A,3.6
2023-03-02,45208.26,36843.16,8365.099999999999,Sales,East,Product_C,3.5
2023-03-03,48143.41,25175.38,22968.030000000002,Operations,East,Product_A,3.7
2023-03-04,38936.65,33430.26,5506.389999999999,Operations,West,Product_B,3.1
2023-03-05,38037.93,35292.12,2745.8099999999977,IT,North,Product_A,4.0
2023-03-06,58125.26,21206.3,36918.96000000001,Operations,North,Product_C,3.1
2023-03-07,63562.4,24083.71,39478.69,Marketing,East,Product_B,4.6
2023-03-08,49279.9,19803.84,29476.06,Marketing,North,Product_A,3.5
2023-03-09,60035.33,28652.97,31382.36,Operations,North,Product_A,4.1
2023-03-10,53616.36,33587.71,20028.65,Operations,North,Product_B,4.8
2023-03-11,43548.8,37511.79,6037.010000000002,IT,South,Product_B,4.3
2023-03-12,53613.96,30370.47,23243.489999999998,Marketing,West,Product_A,4.1
2023-03-13,65380.37,38143.08,27237.29,Marketing,East,Product_C,3.6
2023-03-14,49641.74,23099.49,26542.249999999996,Sales,East,Product_A,3.7
2023-03-15,65646.44,21483.09,44163.350000000006,IT,South,Product_B,4.3
2023-03-16,23802.55,29722.26,-5919.709999999999,Sales,West,Product_A,5.0
2023-03-17,58219.03,31920.33,26298.699999999997,Marketing,East,Product_B,4.3
2023-03-18,50870.47,29836.53,21033.940000000002,IT,North,Product_B,4.1
2023-03-19,47009.93,19662.79,27347.14,Operations,East,Product_C,4.5
2023-03-20,50917.61,29554.4,21363.21,IT,North,Product_B,3.9
2023-03-21,30124.31,23477.65,6646.66,Operations,South,Product_B,3.1
2023-03-22,47803.28,33348.36,14454.919999999998,Operations,North,Product_C,4.1
2023-03-23,53571.13,31832.99,21738.139999999996,IT,East,Product_B,4.9
2023-03-24,64778.94,25300.6,39478.340000000004,Operations,East,Product_C,3.4
2023-03-25,44817.3,27430.67,17386.630000000005,Sales,East,Product_C,4.4
2023-03-26,41915.06,24703.93,17211.129999999997,Marketing,South,Product_B,3.4
2023-03-27,44982.43,29686.6,15295.830000000002,Operations,South,Product_B,4.1
2023-03-28,59154.02,34775.71,24378.309999999998,Sales,West,Product_A,3.2
2023-03-29,53287.51,25071.37,28216.140000000003,Operations,East,Product_C,3.9
2023-03-30,44702.4,32520.23,12182.170000000002,Marketing,North,Product_A,4.5
2023-03-31,55132.67,27348.71,27783.96,Sales,South,Product_B,3.7
2023-04-01,50970.78,26035.64,24935.14,Marketing,East,Product_A,4.3
2023-04-02,59686.45,29464.85,30221.6,Marketing,East,Product_C,4.6
2023-04-03,42979.47,24823.79,18155.68,Sales,South,Product_A,4.9
2023-04-04,46723.38,27231.75,19491.629999999997,Sales,West,Product_C,3.5
2023-04-05,46078.92,24010.61,22068.309999999998,Sales,South,Product_B,3.8
2023-04-06,35364.85,39823.63,-4458.779999999999,IT,South,Product_B,3.3
2023-04-07,52961.2,30176.32,22784.879999999997,Sales,North,Product_C,5.0
2023-04-08,52610.55,26501.37,26109.180000000004,Sales,North,Product_B,4.9
2023-04-09,50051.13,31069.9,18981.229999999996,Sales,West,Product_B,4.1
2023-04-10,47654.13,29438.36,18215.769999999997,Sales,East,Product_B,4.7
2023-04-11,35846.29,28895.15,6951.139999999999,Operations,South,Product_B,4.0
2023-04-12,45793.55,33070.83,12722.720000000001,IT,West,Product_C,4.2
2023-04-13,46572.85,33787.54,12785.309999999998,Marketing,North,Product_A,3.2
2023-04-14,41977.23,27347.49,14629.740000000002,Sales,South,Product_A,4.5
2023-04-15,48387.14,27120.91,21266.23,Operations,East,Product_B,3.3
2023-04-16,54040.51,28624.74,25415.77,Operations,North,Product_A,4.7
2023-04-17,68861.86,18490.39,50371.47,Operations,North,Product_A,4.6
2023-04-18,51745.78,22424.04,29321.739999999998,Marketing,North,Product_B,4.4
2023-04-19,52575.5,36834.37,15741.129999999997,Sales,West,Product_B,3.1
2023-04-20,49255.54,38224.84,11030.700000000004,IT,East,Product_A,3.6
2023-04-21,30812.29,28754.82,2057.470000000001,IT,South,Product_C,3.5
2023-04-22,49734.86,32882.78,16852.08,Operations,West,Product_B,3.7
2023-04-23,50602.3,31556.25,19046.050000000003,Marketing,West,Product_C,3.2
2023-04-24,74632.42,45394.4,29238.019999999997,Marketing,West,Product_A,4.9
2023-04-25,48076.39,35597.87,12478.519999999997,Marketing,North,Product_B,4.1
2023-04-26,53015.47,29360.41,23655.06,IT,East,Product_C,3.6
2023-04-27,49652.88,25222.3,24430.579999999998,Operations,West,Product_B,3.8
2023-04-28,38313.22,21967.77,16345.45,Sales,South,Product_A,3.9
2023-04-29,61428.23,31017.32,30410.910000000003,IT,East,Product_C,4.2
2023-04-30,57519.33,26218.25,31301.08,Operations,South,Product_A,4.0
2023-05-01,57910.32,22888.73,35021.59,Operations,East,Product_A,4.8
2023-05-02,40906.13,26767.14,14138.989999999998,Sales,South,Product_B,4.0
2023-05-03,64027.94,24592.26,39435.68000000001,Sales,North,Product_C,5.0
2023-05-04,35981.49,38435.71,-2454.220000000001,Sales,West,Product_A,4.7
2023-05-05,55868.57,34408.2,21460.370000000003,Marketing,South,Product_A,3.4
2023-05-06,71904.56,29960.14,41944.42,Sales,East,Product_C,4.9
2023-05-07,40094.64,37399.72,2694.9199999999983,Operations,West,Product_A,3.2
2023-05-08,44337.02,30386.84,13950.179999999997,Sales,West,Product_A,4.6
2023-05-09,50996.51,25693.58,25302.93,Operations,East,Product_C,3.8
2023-05-10,44965.24,37615.62,7349.619999999995,IT,South,Product_C,4.8
2023-05-11,34493.37,32694.55,1798.8200000000033,Marketing,North,Product_C,4.7
2023-05-12,50685.63,24813.77,25871.859999999997,IT,North,Product_C,4.6
2023-05-13,39376.96,29048.31,10328.649999999998,IT,South,Product_B,4.6
2023-05-14,54735.92,25621.91,29114.01,Operations,West,Product_C,3.6
2023-05-15,40805.76,23086.0,17719.760000000002,IT,West,Product_B,3.2
2023-05-16,65499.34,34630.89,30868.449999999997,Operations,West,Product_B,3.8
2023-05-17,42167.47,39547.08,2620.3899999999994,Sales,West,Product_B,3.3
2023-05-18,46779.38,23007.16,23772.219999999998,Sales,South,Product_A,4.4
2023-05-19,58135.17,32814.85,25320.32,Operations,West,Product_B,3.7
2023-05-20,37691.36,26746.79,10944.57,Sales,East,Product_B,5.0
2023-05-21,52274.6,27564.37,24710.23,Marketing,West,Product_A,4.3
2023-05-22,63071.43,27038.03,36033.4,IT,North,Product_A,4.6
2023-05-23,33925.17,25680.05,8245.119999999999,Marketing,West,Product_A,3.3
2023-05-24,51846.34,30242.61,21603.729999999996,IT,South,Product_C,4.7
2023-05-25,52598.83,25845.25,26753.58,Sales,North,Product_A,4.8
2023-05-26,57818.23,31352.28,26465.950000000004,Marketing,South,Product_A,4.0
2023-05-27,37630.49,29748.81,7881.679999999997,Sales,South,Product_B,4.2
2023-05-28,36795.43,28805.26,7990.170000000002,IT,North,Product_A,4.5
2023-05-29,55219.42,25462.18,29757.239999999998,Operations,South,Product_C,3.3
2023-05-30,52969.85,27116.14,25853.71,Operations,South,Product_A,4.0
2023-05-31,52504.93,33776.96,18727.97,Marketing,West,Product_C,3.8
2023-06-01,53464.48,32504.59,20959.890000000003,Sales,East,Product_A,3.3
2023-06-02,43199.75,25112.22,18087.53,Sales,South,Product_A,3.7
2023-06-03,52322.54,30496.66,21825.88,Marketing,South,Product_A,3.1
2023-06-04,52930.72,33756.94,19173.78,Operations,South,Product_A,3.1
2023-06-05,42856.49,21652.97,21203.519999999997,IT,West,Product_C,3.3
2023-06-06,68657.75,32716.8,35940.95,Marketing,East,Product_C,4.9
2023-06-07,54738.33,26686.88,28051.45,IT,North,Product_B,4.1
2023-06-08,38086.97,32852.99,5233.980000000003,Operations,West,Product_C,4.9
2023-06-09,56565.54,26183.7,30381.84,Sales,West,Product_A,3.9
2023-06-10,40253.18,20975.59,19277.59,Operations,East,Product_B,3.6
2023-06-11,57870.85,21862.29,36008.56,Marketing,East,Product_B,4.0
2023-06-12,61585.96,30240.42,31345.54,Sales,West,Product_B,3.9
2023-06-13,41793.18,31298.61,10494.57,Marketing,North,Product_A,3.2
2023-06-14,59633.76,25478.42,34155.340000000004,Marketing,West,Product_C,4.3
2023-06-15,54127.81,33192.96,20934.85,Operations,East,Product_A,3.4
2023-06-16,58220.6,21692.4,36528.2,Marketing,North,Product_B,4.2
2023-06-17,68967.93,29669.6,39298.329999999994,Operations,East,Product_A,4.3
2023-06-18,47546.12,23944.92,23601.200000000004,Sales,North,Product_A,3.3
2023-06-19,42462.64,26740.82,15721.82,Operations,South,Product_C,3.1
2023-06-20,41104.86,30236.99,10867.869999999999,Sales,East,Product_C,4.6
2023-06-21,41841.9,25697.93,16143.970000000001,Operations,East,Product_B,3.9
2023-06-22,49228.98,28077.22,21151.760000000002,IT,West,Product_A,3.1
2023-06-23,53411.52,35031.46,18380.059999999998,IT,East,Product_A,5.0
2023-06-24,52766.91,27115.54,25651.370000000003,Marketing,East,Product_C,3.1
2023-06-25,58271.83,34178.46,24093.370000000003,Operations,South,Product_A,4.4
2023-06-26,50130.02,24351.47,25778.549999999996,Operations,East,Product_A,5.0
2023-06-27,64535.34,32649.02,31886.319999999996,Sales,South,Product_A,3.5
2023-06-28,47353.43,37207.84,10145.590000000004,Marketing,South,Product_C,3.3
2023-06-29,77201.69,17641.78,59559.91,Operations,South,Product_B,3.2
2023-06-30,56256.67,26015.52,30241.149999999998,Marketing,South,Product_B,3.6
2023-07-01,41428.42,32885.36,8543.059999999998,IT,North,Product_A,3.2
2023-07-02,39291.08,28984.77,10306.310000000001,Operations,West,Product_B,4.4
2023-07-03,54824.72,31855.73,22968.99,Operations,North,Product_C,3.1
2023-07-04,47765.37,26980.07,20785.300000000003,Marketing,East,Product_C,4.0
2023-07-05,57140.0,30432.95,26707.05,Operations,North,Product_B,5.0
2023-07-06,54732.38,29221.61,25510.769999999997,Marketing,North,Product_B,4.6
2023-07-07,49271.71,35838.91,13432.799999999996,Operations,East,Product_A,4.2
2023-07-08,41532.06,31272.1,10259.96,Sales,East,Product_B,3.6
2023-07-09,34851.53,31688.01,3163.5200000000004,Marketing,East,Product_A,4.2
2023-07-10,45534.85,27940.62,17594.23,Operations,North,Product_A,4.1
2023-07-11,58563.99,27561.97,31002.019999999997,IT,North,Product_C,3.9
2023-07-12,52140.94,27837.21,24303.730000000003,Operations,East,Product_C,3.3
2023-07-13,37542.61,31972.26,5570.350000000002,IT,West,Product_C,4.8
2023-07-14,51731.81,27895.08,23836.729999999996,IT,West,Product_C,3.9
2023-07-15,53853.17,31448.87,22404.3,Sales,South,Product_B,3.4
2023-07-16,41161.43,40377.0,784.4300000000003,Marketing,East,Product_C,3.7
2023-07-17,51537.25,34355.62,17181.629999999997,Operations,South,Product_B,3.8
2023-07-18,50582.09,28369.88,22212.209999999995,Sales,West,Product_C,4.7
2023-07-19,38570.3,36006.07,2564.230000000003,Operations,South,Product_B,4.5
2023-07-20,53577.87,27959.62,25618.250000000004,IT,East,Product_A,4.5
2023-07-21,55607.85,19809.38,35798.47,Marketing,East,Product_B,3.0
2023-07-22,60830.51,24959.57,35870.94,Operations,East,Product_B,3.8
2023-07-23,60538.02,20646.04,39891.979999999996,Operations,North,Product_C,4.0
2023-07-24,36223.31,28242.43,7980.879999999997,IT,South,Product_B,3.0
2023-07-25,40621.75,30092.09,10529.66,Operations,West,Product_A,3.5
2023-07-26,55150.35,38382.19,16768.159999999996,Operations,West,Product_A,4.5
2023-07-27,55137.86,31634.64,23503.22,IT,West,Product_C,3.3
2023-07-28,55150.48,28904.5,26245.980000000003,Sales,North,Product_A,4.1
2023-07-29,88527.31,34147.03,54380.28,IT,North,Product_B,3.4
2023-07-30,55708.91,18944.32,36764.590000000004,Sales,East,Product_A,3.0
2023-07-31,61355.66,31178.07,30177.590000000004,Marketing,West,Product_C,3.5
2023-08-01,59540.02,33854.33,25685.689999999995,Sales,North,Product_B,5.0
2023-08-02,56513.91,22607.07,33906.840000000004,Sales,East,Product_C,4.6
2023-08-03,46847.31,35718.77,11128.54,Marketing,West,Product_B,4.9
2023-08-04,57589.69,31692.48,25897.210000000003,Sales,South,Product_A,4.0
2023-08-05,42271.75,27923.56,14348.189999999999,IT,East,Product_C,3.2
2023-08-06,47631.81,33163.91,14467.899999999994,Sales,North,Product_C,4.1
2023-08-07,45146.36,41353.46,3792.9000000000015,Marketing,North,Product_B,3.9
2023-08-08,50818.74,30909.33,19909.409999999996,IT,East,Product_C,4.7
2023-08-09,73146.59,31241.1,41905.49,Marketing,East,Product_B,3.2
2023-08-10,31327.35,27703.2,3624.149999999998,Marketing,North,Product_B,4.0
2023-08-11,56862.6,25750.78,31111.82,Operations,South,Product_B,3.3
2023-08-12,33872.84,34151.68,-278.8400000000038,Operations,West,Product_B,3.6
2023-08-13,45280.68,25719.58,19561.1,Marketing,South,Product_A,4.5
2023-08-14,60889.51,30357.83,30531.68,Marketing,East,Product_B,4.0
2023-08-15,50642.8,27611.71,23031.090000000004,Marketing,South,Product_C,3.8
2023-08-16,39222.55,32394.9,6827.6500000000015,Operations,North,Product_A,3.8
2023-08-17,42846.96,31668.31,11178.649999999998,Operations,East,Product_C,3.9
2023-08-18,56795.98,35187.7,21608.280000000006,Sales,West,Product_A,4.6
2023-08-19,42696.33,27449.92,15246.410000000003,Sales,North,Product_B,4.8
2023-08-20,52164.59,28650.63,23513.959999999995,Marketing,North,Product_A,4.9
2023-08-21,50455.72,25106.18,25349.54,IT,West,Product_A,4.6
2023-08-22,43484.0,27778.53,15705.470000000001,IT,West,Product_C,3.6
2023-08-23,71439.44,31886.5,39552.94,Operations,South,Product_C,4.4
2023-08-24,56339.19,33784.94,22554.25,Operations,East,Product_B,3.9
2023-08-25,29748.57,25389.17,4359.4000000000015,Operations,West,Product_A,3.5
2023-08-26,51864.54,34348.03,17516.510000000002,Marketing,West,Product_A,4.7
2023-08-27,43382.14,36778.19,6603.949999999997,IT,East,Product_A,3.1
2023-08-28,58524.33,32067.17,26457.160000000003,Sales,West,Product_B,4.8
2023-08-29,42074.79,39383.98,2690.8099999999977,Marketing,West,Product_B,3.9
2023-08-30,48852.64,26131.05,22721.59,Sales,South,Product_B,4.3
2023-08-31,55049.87,23776.73,31273.140000000003,Sales,North,Product_B,4.3
2023-09-01,58657.55,21106.4,37551.15,Marketing,North,Product_B,4.8
2023-09-02,37997.04,37480.22,516.8199999999997,Sales,North,Product_C,4.3
2023-09-03,46654.99,33271.83,13383.159999999996,IT,North,Product_A,4.2
2023-09-04,45250.55,29722.08,15528.470000000001,Sales,West,Product_A,3.1
2023-09-05,43466.71,31399.84,12066.869999999999,IT,East,Product_A,4.0
2023-09-06,67654.54,24372.55,43281.98999999999,IT,East,Product_A,3.3
2023-09-07,54049.82,42228.76,11821.059999999998,IT,South,Product_A,4.5
2023-09-08,37391.16,30646.11,6745.050000000003,Operations,South,Product_A,4.0
2023-09-09,59178.62,30546.97,28631.65,Sales,West,Product_A,4.4
2023-09-10,71221.56,33628.83,37592.729999999996,Marketing,East,Product_A,3.1
2023-09-11,60324.65,32405.05,27919.600000000002,Marketing,East,Product_C,3.2
2023-09-12,34806.3,31119.42,3686.8800000000047,Sales,North,Product_A,4.4
2023-09-13,45157.66,26047.63,19110.030000000002,Operations,West,Product_C,3.1
2023-09-14,62669.11,32357.34,30311.77,Operations,West,Product_B,3.1
2023-09-15,42923.31,39410.12,3513.189999999995,IT,North,Product_A,3.0
2023-09-16,54438.19,36727.1,17711.090000000004,Sales,West,Product_B,4.9
2023-09-17,57746.34,37965.93,19780.409999999996,Sales,West,Product_B,4.5
2023-09-18,40730.7,27443.92,13286.779999999999,Marketing,South,Product_B,3.7
2023-09-19,49404.75,25051.98,24352.77,Sales,East,Product_C,3.6
2023-09-20,17587.33,29371.07,-11783.739999999998,Operations,West,Product_B,3.7
2023-09-21,39756.12,30278.62,9477.500000000004,Sales,South,Product_B,4.5
2023-09-22,47474.32,35470.96,12003.36,Marketing,East,Product_B,4.3
2023-09-23,37522.17,21537.68,15984.489999999998,IT,North,Product_A,3.4
2023-09-24,66324.11,37647.75,28676.36,Marketing,South,Product_A,3.3
2023-09-25,35698.59,29209.96,6488.629999999997,Marketing,South,Product_C,3.2
2023-09-26,45599.56,27865.59,17733.969999999998,IT,East,Product_C,4.3
2023-09-27,51307.41,24939.48,26367.930000000004,Marketing,North,Product_A,4.5
2023-09-28,64412.73,21725.72,42687.01,Marketing,South,Product_C,3.5
2023-09-29,35641.38,34115.85,1525.5299999999988,Sales,West,Product_A,3.0
2023-09-30,61631.64,30366.59,31265.05,Sales,West,Product_B,3.2
2023-10-01,50102.33,23550.2,26552.13,IT,West,Product_B,4.9
2023-10-02,40184.91,23524.61,16660.300000000003,Sales,North,Product_C,3.6
2023-10-03,54621.03,28321.08,26299.949999999997,Sales,South,Product_A,4.5
2023-10-04,51990.6,38345.11,13645.489999999998,Marketing,West,Product_A,4.2
2023-10-05,43997.83,28702.04,15295.79,Operations,North,Product_C,3.8
2023-10-06,50698.02,22484.29,28213.729999999996,Sales,West,Product_A,3.4
2023-10-07,46146.86,28771.28,17375.58,Operations,East,Product_B,3.2
2023-10-08,51135.17,28636.38,22498.789999999997,Sales,South,Product_C,4.2
2023-10-09,56621.31,16515.57,40105.74,Sales,South,Product_C,4.5
2023-10-10,65860.17,29728.53,36131.64,IT,North,Product_A,4.3
2023-10-11,37621.85,28845.33,8776.519999999997,IT,North,Product_C,4.1
2023-10-12,71330.33,33481.03,37849.3,IT,South,Product_A,3.1
2023-10-13,30479.12,39244.78,-8765.66,Operations,West,Product_A,4.9
2023-10-14,48482.15,35632.83,12849.32,Marketing,West,Product_A,4.6
2023-10-15,55883.17,28655.56,27227.609999999997,Sales,East,Product_A,3.6
2023-10-16,52809.92,24467.37,28342.55,Sales,West,Product_A,5.0
2023-10-17,43773.0,42866.8,906.1999999999971,Sales,North,Product_C,4.2
2023-10-18,47918.78,30296.09,17622.69,Operations,North,Product_B,4.2
2023-10-19,45069.99,30069.65,15000.339999999997,IT,West,Product_B,4.5
2023-10-20,44106.35,29879.37,14226.98,Marketing,North,Product_C,4.6
2023-10-21,58496.02,30990.42,27505.6,Operations,South,Product_C,4.3
2023-10-22,53570.15,29278.2,24291.95,IT,South,Product_B,3.3
2023-10-23,43070.9,27131.69,15939.210000000003,Operations,West,Product_B,3.7
2023-10-24,58996.0,27265.71,31730.29,Marketing,South,Product_B,4.9
2023-10-25,53073.0,29836.23,23236.77,IT,South,Product_B,3.4
2023-10-26,58128.62,27282.88,30845.74,Operations,East,Product_B,3.7
2023-10-27,56296.29,26435.77,29860.52,Marketing,East,Product_A,3.9
2023-10-28,41710.05,30532.15,11177.900000000001,Sales,South,Product_C,3.9
2023-10-29,44398.19,28725.11,15673.080000000002,Marketing,West,Product_A,4.2
2023-10-30,57472.94,37519.96,19952.980000000003,Sales,East,Product_B,4.9
2023-10-31,56103.7,16745.15,39358.549999999996,Operations,North,Product_B,3.5
2023-11-01,49790.98,35457.53,14333.450000000004,IT,North,Product_B,3.2
2023-11-02,51173.27,36230.43,14942.839999999997,IT,North,Product_A,3.4
2023-11-03,62776.65,19633.05,43143.600000000006,Operations,West,Product_A,4.8
2023-11-04,44084.29,28286.56,15797.73,IT,South,Product_B,4.3
2023-11-05,55470.97,28142.8,27328.170000000002,IT,North,Product_A,3.6
2023-11-06,47978.07,22962.44,25015.63,Sales,West,Product_A,4.6
2023-11-07,47823.19,26110.92,21712.270000000004,Operations,East,Product_B,4.7
2023-11-08,60987.77,24447.12,36540.649999999994,Marketing,South,Product_A,4.7
2023-11-09,58254.16,38761.35,19492.810000000005,Sales,East,Product_C,4.8
2023-11-10,58135.1,34678.39,23456.71,Operations,West,Product_C,3.5
2023-11-11,63054.79,36357.78,26697.010000000002,Sales,North,Product_C,4.5
2023-11-12,50210.04,33608.36,16601.68,Marketing,North,Product_C,3.9
2023-11-13,56819.53,24354.74,32464.789999999997,Marketing,West,Product_B,4.7
2023-11-14,46897.33,27377.4,19519.93,Operations,North,Product_B,4.5
2023-11-15,53241.66,32446.87,20794.790000000005,Marketing,South,Product_B,4.6
2023-11-16,48698.57,23889.36,24809.21,Sales,West,Product_C,4.3
2023-11-17,50969.96,33564.99,17404.97,Marketing,East,Product_C,3.4
2023-11-18,55951.57,28798.37,27153.2,Sales,West,Product_A,4.1
2023-11-19,41817.79,28125.9,13691.89,Sales,South,Product_A,5.0
2023-11-20,70923.87,33554.8,37369.06999999999,Marketing,South,Product_C,4.9
2023-11-21,39939.83,32221.32,7718.510000000002,Operations,West,Product_C,3.1
2023-11-22,37858.11,28195.17,9662.940000000002,IT,West,Product_C,3.3
2023-11-23,61581.11,35796.65,25784.46,Marketing,North,Product_C,3.3
2023-11-24,57916.63,24594.68,33321.95,Sales,South,Product_A,4.5
2023-11-25,56241.2,33079.68,23161.519999999997,Sales,West,Product_C,4.6
2023-11-26,56283.46,32965.51,23317.949999999997,Marketing,West,Product_A,3.4
2023-11-27,49877.53,28452.27,21425.26,Operations,South,Product_C,4.0
2023-11-28,41027.46,31630.67,9396.79,Operations,West,Product_C,4.7
2023-11-29,50758.05,23744.43,27013.620000000003,Sales,North,Product_C,4.5
2023-11-30,43228.38,34620.14,8608.239999999998,Sales,South,Product_A,4.1
2023-12-01,59751.2,29075.49,30675.709999999995,Operations,North,Product_A,4.2
2023-12-02,48529.43,27386.38,21143.05,IT,North,Product_B,4.0
2023-12-03,41745.03,35245.05,6499.979999999996,Marketing,North,Product_C,3.6
2023-12-04,46786.14,26478.28,20307.86,Sales,North,Product_B,4.1
2023-12-05,54129.31,22957.69,31171.62,Sales,South,Product_B,4.4
2023-12-06,44362.75,22216.85,22145.9,Operations,North,Product_A,4.7
2023-12-07,41777.8,33030.05,8747.75,Marketing,North,Product_A,4.3
2023-12-08,52436.87,23597.85,28839.020000000004,Operations,West,Product_B,4.5
2023-12-09,52449.67,38773.97,13675.699999999997,Marketing,South,Product_C,3.3
2023-12-10,44930.57,19590.35,25340.22,Marketing,South,Product_A,3.9
2023-12-11,45289.62,38482.28,6807.340000000004,Marketing,East,Product_C,3.0
2023-12-12,52320.5,31055.09,21265.41,Sales,South,Product_C,3.5
2023-12-13,35519.16,29516.43,6002.730000000003,IT,South,Product_B,4.5
2023-12-14,35925.36,27275.4,8649.96,Operations,East,Product_B,5.0
2023-12-15,42815.56,31995.68,10819.879999999997,IT,South,Product_B,3.2
2023-12-16,47865.53,29811.83,18053.699999999997,Operations,South,Product_B,3.8
2023-12-17,53109.08,35516.51,17592.57,Marketing,South,Product_A,4.6
2023-12-18,64753.56,30571.14,34182.42,Sales,South,Product_A,3.4
2023-12-19,58576.6,30751.51,27825.09,IT,East,Product_B,4.1
2023-12-20,48400.61,28181.94,20218.670000000002,Sales,South,Product_A,4.5
2023-12-21,49809.84,29715.27,20094.569999999996,Operations,South,Product_B,4.2
2023-12-22,39974.71,31539.01,8435.7,Sales,East,Product_C,3.4
2023-12-23,49814.87,21449.16,28365.710000000003,Sales,West,Product_C,3.7
